N,P,K,Ph,Temperature(C),Rainfall(cm),Humidity,Crop
97,35,42,6.6,33,124,75,rice
1,8,8,6.4,28,133,64,orange
14,30,33,6.5,22,180,79,coconut
37,19,33,6.5,22,161,75,coconut
11,20,14,6.6,25,130,60,orange
19,12,36,6.2,36,92,69,pomegranate
13,12,13,6.8,22,79,63,orange
6,22,33,7.2,28,181,77,coconut
52,65,84,6.6,25,34,62,chickpea
8,74,18,7,35,93,66,pigeonpeas
67,41,36,7,31,117,80,rice
35,37,27,6.6,21,108,76,mango
0,55,20,6.6,22,94,60,lentil
84,21,48,6.1,20,55,79,muskmelon
80,43,41,5.9,29,125,75,rice
89,15,50,7,20,68,75,watermelon
36,61,75,7.3,23,55,62,chickpea
57,57,54,6.7,29,102,79,papaya
48,69,45,6.8,20,108,73,papaya
21,125,196,6.3,6,149,70,apple
104,5,54,6.5,20,62,70,watermelon
14,17,38,6.4,40,93,67,pomegranate
110,7,51,6.3,20,100,73,watermelon
76,57,45,6.4,22,142,75,rice
15,125,205,6.3,6,121,60,apple
82,48,35,6.8,26,111,77,rice
10,31,34,6.7,29,129,72,mango
11,24,42,6.2,26,88,63,pomegranate
113,27,51,6.3,20,55,75,muskmelon
82,28,47,6.5,20,52,77,watermelon
26,57,25,6.1,30,56,68,kidneybeans
93,49,40,6.6,32,135,75,rice
116,24,51,6.7,20,87,71,muskmelon
3,23,42,6.3,36,70,61,pomegranate
11,49,15,6.5,21,77,67,mothbeans
86,81,48,6.8,22,185,80,banana
30,64,51,6.3,29,107,76,papaya
19,52,16,6.2,28,76,67,mothbeans
28,27,36,6.1,35,61,63,pomegranate
21,22,35,6.7,25,74,60,pomegranate
23,67,23,6.7,26,85,63,kidneybeans
62,49,55,6.7,27,138,73,papaya
30,64,54,6.1,30,112,73,papaya
3,39,20,6.2,31,84,63,mungbean
117,20,55,7,20,50,78,watermelon
82,20,54,6.5,20,92,72,watermelon
73,54,41,5.8,30,131,78,rice
6,140,205,6.4,12,78,62,grapes
37,60,24,6.7,24,85,70,pigeonpeas
14,53,18,7.3,30,85,69,mothbeans
41,71,22,7,34,74,69,blackgram
52,62,49,6.7,26,149,80,papaya
82,72,55,6.7,22,197,73,banana
19,24,8,6.6,28,116,68,orange
38,65,17,6.6,20,51,70,lentil
36,139,197,6.6,14,95,70,grapes
10,131,196,6.3,10,71,63,grapes
14,58,17,6.5,22,68,69,mothbeans
1,142,196,6.1,11,30,66,grapes
54,51,53,7,28,149,77,papaya
93,20,52,6.5,20,71,78,muskmelon
35,129,205,6.9,18,52,62,grapes
15,61,16,6.1,26,80,65,lentil
107,15,50,7,20,83,80,muskmelon
24,8,12,6.2,21,81,68,orange
9,40,28,6.8,22,190,71,mango
28,73,22,6.1,22,93,60,kidneybeans
17,58,25,6.9,24,56,65,mothbeans
38,74,81,7,28,56,67,chickpea
4,28,28,6.6,35,186,75,mango
86,54,42,6.6,22,132,72,rice
133,56,23,6.1,25,94,68,cotton
111,22,55,6.5,20,98,71,muskmelon
58,70,51,6.1,28,118,74,papaya
34,51,52,6.6,28,97,71,papaya
17,57,23,6.1,23,90,63,kidneybeans
7,31,32,6.7,28,161,73,mango
35,67,19,6.5,25,78,67,kidneybeans
30,69,80,6.7,25,83,67,chickpea
18,16,27,6.8,34,163,78,coconut
29,36,29,7.4,31,145,76,mango
80,56,18,7.2,26,89,53,maize
31,79,25,6.4,34,76,65,blackgram
64,50,55,6.1,26,120,74,papaya
113,72,53,6.7,21,164,75,banana
23,56,22,7.4,27,63,64,mothbeans
32,120,196,6.7,11,38,66,grapes
19,74,17,7.3,26,91,67,pigeonpeas
18,124,195,7,16,99,69,grapes
4,39,16,6.2,32,85,63,mungbean
36,51,55,6,23,122,71,papaya
10,59,17,7.2,21,84,65,mothbeans
136,56,19,6.1,27,96,65,cotton
36,141,201,6.1,20,97,63,grapes
27,64,22,6.4,30,55,63,kidneybeans
27,16,11,6.4,26,117,65,orange
40,142,201,6.5,10,98,65,grapes
2,62,25,6.8,32,57,62,pigeonpeas
14,71,22,7,30,60,60,kidneybeans
73,41,39,6.2,29,147,77,rice
5,72,20,6.4,24,55,64,kidneybeans
36,8,7,6.6,26,112,66,orange
31,131,200,6.8,6,83,67,apple
68,47,53,6.9,20,145,78,papaya
2,129,205,6.1,11,41,66,grapes
3,72,17,6.1,23,92,70,kidneybeans
41,73,75,7.1,25,92,68,chickpea
20,18,35,6.9,24,81,62,pomegranate
109,7,50,6.9,20,92,76,muskmelon
4,75,21,6.6,30,73,63,kidneybeans
111,6,51,6.5,20,78,73,watermelon
93,44,23,7.4,25,65,55,maize
32,125,198,6.9,6,130,61,apple
35,69,18,6,29,78,66,blackgram
52,76,78,7.5,29,71,70,chickpea
43,52,50,6.1,27,89,77,papaya
105,25,55,6.1,20,56,75,watermelon
27,13,11,6.3,24,85,66,orange
29,25,36,6.5,25,100,67,pomegranate
11,58,15,6.9,25,69,70,kidneybeans
7,55,25,6.6,30,61,64,kidneybeans
25,16,33,6.3,27,174,77,coconut
11,75,18,6.6,25,59,67,lentil
14,9,28,7,28,191,70,coconut
33,73,21,6.1,28,59,69,kidneybeans
24,30,45,6.9,40,79,66,pomegranate
81,5,54,6.8,20,88,76,watermelon
97,92,53,6.7,23,165,76,banana
18,36,25,6.9,30,61,70,mothbeans
116,88,53,6.5,20,196,72,banana
19,21,6,6.6,20,124,69,orange
60,39,16,6.8,25,90,56,maize
25,66,80,6.2,27,53,69,chickpea
118,95,53,5.6,23,156,79,banana
55,57,50,6.3,22,129,70,papaya
27,142,197,6.8,17,43,63,grapes
33,129,198,7,9,113,69,apple
30,41,25,6.6,35,87,70,mungbean
12,17,27,6.7,27,121,80,mango
43,71,23,6,32,87,62,blackgram
7,138,199,6.8,16,43,69,grapes
21,21,25,6.8,34,164,71,coconut
2,67,25,7,21,53,67,lentil
106,12,46,6.4,20,71,78,muskmelon
99,21,51,6.2,20,95,72,watermelon
4,59,25,6.8,20,69,64,lentil
9,28,43,6.5,33,63,65,pomegranate
123,58,25,6.5,24,58,64,cotton
39,27,32,6.7,31,165,80,coconut
17,13,27,7,20,154,74,coconut
69,69,53,6.4,20,132,73,papaya
116,45,25,6.5,24,50,69,cotton
10,124,204,6.7,5,140,60,apple
55,63,83,6.8,21,42,62,chickpea
24,68,79,7.3,28,66,64,chickpea
118,26,46,7,20,68,79,watermelon
11,23,30,6.1,22,154,80,coconut
10,35,23,6.4,26,65,63,mungbean
37,13,29,6.8,30,154,75,coconut
71,60,39,6.5,25,101,78,rice
18,19,31,6.7,21,149,76,mango
7,142,204,6.3,6,140,61,apple
22,60,22,6.2,24,67,70,mungbean
60,56,44,6.5,35,140,78,rice
113,78,52,6.2,21,169,70,banana
15,39,19,6.6,30,53,61,mothbeans
32,59,78,7.4,25,86,62,chickpea
114,12,52,6.6,20,70,74,muskmelon
38,60,15,6.9,21,60,67,mothbeans
61,48,36,7,32,127,71,rice
14,49,21,6.4,21,52,61,mungbean
129,53,16,6.8,28,75,65,cotton
13,38,25,6.6,32,53,69,mothbeans
114,14,51,6.2,20,78,79,muskmelon
11,26,36,6.1,31,98,62,pomegranate
79,51,21,7,23,89,53,maize
22,23,31,6.4,24,180,75,coconut
40,54,22,6.9,22,69,64,mothbeans
13,22,30,6.3,32,131,74,mango
39,43,16,6.9,33,80,66,mungbean
40,132,200,6.5,7,140,69,apple
33,80,17,6.5,26,88,68,lentil
0,73,25,6.4,20,99,67,lentil
32,14,14,6.7,27,89,61,orange
107,88,55,5.5,21,179,73,banana
57,52,45,6.8,22,148,80,papaya
61,39,37,6.5,26,147,79,rice
84,89,50,5.6,25,161,79,banana
24,62,20,6.9,20,62,67,kidneybeans
120,14,50,6.1,20,82,77,watermelon
20,74,17,6.9,30,53,67,kidneybeans
70,35,44,5.8,23,137,74,rice
10,7,44,6.3,23,69,65,pomegranate
9,75,17,6.5,25,98,62,kidneybeans
33,63,76,6.1,22,41,65,chickpea
108,19,50,6.1,20,64,78,watermelon
22,68,16,6.4,35,56,60,blackgram
80,79,55,6,24,177,75,banana
13,29,35,6.8,32,130,70,mango
10,65,15,5.8,28,95,61,pigeonpeas
66,54,41,6.1,23,121,73,rice
34,60,23,6.1,26,91,67,lentil
133,40,19,6.2,20,100,70,cotton
59,69,85,6.7,21,31,64,chickpea
4,12,27,6.3,26,151,75,coconut
60,70,85,7.3,25,28,70,chickpea
63,52,40,5.7,28,117,72,rice
90,54,36,6.9,21,127,78,rice
8,78,19,5.7,33,70,60,pigeonpeas
89,54,17,7.2,20,68,51,maize
123,44,17,6.8,29,58,66,cotton
3,75,19,5.9,35,97,66,pigeonpeas
105,52,18,6.9,27,51,63,cotton
54,58,49,6.6,28,76,77,papaya
11,21,29,6.4,20,173,78,coconut
58,73,81,6.3,22,89,65,chickpea
37,10,6,6.9,21,86,64,orange
5,137,197,6.6,10,98,61,apple
13,58,16,6.5,27,86,69,lentil
38,64,47,6.6,22,125,73,papaya
44,54,46,6.2,28,98,71,papaya
3,140,198,6.7,14,42,69,grapes
1,13,5,6,23,103,63,orange
29,14,25,6.6,30,183,79,coconut
12,74,21,5.8,27,76,64,pigeonpeas
60,48,22,6.7,29,84,51,maize
21,59,20,6.3,29,71,68,blackgram
11,24,10,6.3,27,88,60,orange
34,138,198,6.5,10,90,61,grapes
51,78,16,6.4,21,65,70,blackgram
36,66,22,6.5,23,83,63,kidneybeans
2,77,16,6.1,21,72,61,kidneybeans
19,132,204,6.6,15,53,65,grapes
1,16,34,6.4,28,199,71,coconut
108,19,54,6.1,20,73,79,muskmelon
83,80,52,5.9,29,183,74,banana
47,76,81,6.9,27,78,67,chickpea
105,26,47,6.5,20,88,76,muskmelon
91,50,38,6.7,23,114,72,rice
19,17,9,6.4,26,88,66,orange
93,24,50,6.5,20,52,77,muskmelon
49,66,85,6.3,23,83,64,chickpea
32,75,20,5.8,34,55,66,pigeonpeas
32,77,25,7,23,84,60,lentil
12,25,35,6.2,33,194,72,coconut
85,28,54,6.3,20,75,71,muskmelon
40,45,47,6.3,30,143,77,papaya
23,7,33,6.5,27,182,73,coconut
15,30,25,6.3,33,150,74,coconut
21,27,10,6.9,26,141,67,orange
37,28,26,7.1,34,118,72,mango
120,11,51,6.1,20,54,71,muskmelon
99,7,52,6.4,20,62,70,muskmelon
30,60,22,6.6,23,72,61,lentil
34,16,31,6.7,24,181,75,coconut
92,79,46,6.1,22,181,77,banana
42,65,17,7.2,25,70,64,blackgram
92,17,53,6.8,20,55,70,muskmelon
91,43,40,6.6,33,132,72,rice
40,55,18,6.3,29,75,67,pigeonpeas
65,46,43,6,27,105,75,rice
107,5,49,6.8,20,70,79,muskmelon
5,35,17,6.3,32,84,70,mungbean
39,25,9,6.9,27,132,61,orange
26,79,17,6.1,22,95,65,blackgram
29,17,12,6.1,23,110,68,orange
25,70,24,6.3,25,83,61,pigeonpeas
11,68,16,6.7,22,71,69,kidneybeans
118,75,45,5.8,22,173,71,banana
116,22,53,6.7,20,90,72,watermelon
13,139,195,6.6,6,82,67,apple
1,37,15,6.5,20,87,61,mothbeans
38,19,12,6.3,26,108,65,orange
27,70,17,6.5,26,94,69,lentil
15,67,23,6.9,21,52,60,pigeonpeas
3,33,28,6.1,23,164,76,mango
139,38,24,6.6,20,80,68,cotton
20,143,200,6.4,20,52,62,grapes
29,68,84,6.2,23,65,61,chickpea
98,94,50,6.6,22,153,71,banana
7,27,28,7,33,199,72,coconut
93,29,46,6.1,20,57,70,watermelon
17,56,22,6.6,34,54,62,mungbean
16,15,27,7,32,153,73,mango
113,18,52,6.9,20,77,79,watermelon
103,23,55,6.9,20,98,71,watermelon
99,94,46,5.7,25,178,79,banana
32,59,21,7.3,23,55,61,mothbeans
10,68,16,6.4,25,93,70,lentil
97,60,20,6.1,22,67,58,maize
15,44,15,6.6,33,70,61,mungbean
27,56,22,7,26,65,65,pigeonpeas
112,21,49,6.8,20,88,76,muskmelon
29,19,28,7.3,22,109,75,mango
38,55,83,7.2,25,37,69,chickpea
36,144,201,6.5,12,57,66,grapes
108,29,45,6.8,20,96,72,watermelon
93,56,24,6.9,22,97,55,maize
74,45,16,7.2,24,99,53,maize
105,10,55,6.3,20,94,71,muskmelon
29,24,25,6.8,32,157,79,mango
21,20,28,7.3,35,150,80,coconut
33,58,55,7,27,92,73,papaya
77,38,35,6.5,27,140,70,rice
89,47,20,6.3,20,68,55,maize
9,124,198,6.2,7,117,68,apple
115,91,45,5.5,29,197,79,banana
100,18,47,6,20,68,76,watermelon
60,47,18,7.5,20,80,56,maize
25,59,84,7.5,23,74,63,chickpea
19,57,16,6.2,24,80,68,lentil
11,30,37,6,27,69,63,pomegranate
54,77,16,7.4,22,53,63,blackgram
37,52,55,6.1,20,105,77,papaya
27,71,80,7.3,30,45,63,chickpea
16,66,15,6.4,30,73,66,pigeonpeas
18,43,23,6.8,20,75,60,mothbeans
10,134,202,6.8,14,41,64,grapes
39,51,18,6.4,30,85,69,mungbean
60,68,52,6.9,27,94,76,papaya
16,123,204,6.6,16,34,62,grapes
25,35,22,6.4,31,79,61,mothbeans
30,145,201,6.2,14,91,61,grapes
40,143,203,6.5,10,58,65,grapes
119,37,17,6.3,24,98,66,cotton
110,6,49,6.6,20,94,77,muskmelon
44,60,82,6.8,29,69,66,chickpea
2,45,20,6.1,20,85,67,mungbean
24,35,16,7,32,91,63,mothbeans
106,47,23,6.9,26,60,70,cotton
15,42,17,6,32,85,65,mungbean
9,7,15,6.1,21,77,63,orange
99,54,25,6.3,22,80,56,maize
3,38,21,6.7,32,78,69,mungbean
25,44,21,6.9,35,67,61,mungbean
12,45,18,6.8,20,57,67,mothbeans
6,34,30,7.3,25,152,80,mango
47,65,20,6.2,31,94,64,blackgram
23,56,19,6.7,34,99,68,mungbean
12,128,201,6.3,7,93,66,apple
82,21,50,6,20,53,76,muskmelon
14,141,199,6,9,114,63,apple
37,16,35,6.3,28,186,77,coconut
121,39,18,6.9,30,90,66,cotton
75,51,39,6.1,33,145,72,rice
8,71,19,6.5,21,86,60,kidneybeans
4,27,14,6.7,29,138,61,orange
11,37,22,6.5,23,53,64,mothbeans
36,64,20,6.3,20,95,64,kidneybeans
8,76,24,5.7,20,56,60,pigeonpeas
29,20,40,6.6,36,66,66,pomegranate
106,23,45,6.7,20,73,80,watermelon
49,64,49,6.8,29,140,72,papaya
11,123,198,6.8,7,94,64,apple
97,7,48,6.4,20,72,78,watermelon
20,130,196,6.8,6,84,68,apple
104,40,23,6.8,22,93,65,cotton
60,57,82,7.1,27,79,69,chickpea
54,74,25,6.2,33,78,65,blackgram
17,74,22,6.4,24,76,67,lentil
3,19,33,6.1,21,105,72,mango
34,39,31,6.4,22,110,71,mango
109,13,46,6.9,20,67,75,muskmelon
25,24,27,7.2,34,168,71,coconut
82,48,41,6.8,32,100,77,rice
92,72,48,6.9,23,173,70,banana
29,24,13,6.8,26,91,64,orange
32,38,22,6.1,25,75,69,mungbean
91,48,44,6.3,29,117,79,rice
30,51,15,6.7,30,53,64,mothbeans
21,55,16,6.2,25,63,60,mungbean
59,66,55,6.2,29,109,78,papaya
113,59,17,6.8,25,84,61,cotton
1,136,195,6.4,18,99,69,grapes
21,15,44,6.9,32,100,64,pomegranate
128,46,15,6.3,29,58,62,cotton
82,94,51,5.5,22,171,72,banana
60,47,55,6.3,23,82,77,papaya
5,79,24,6.9,28,73,70,lentil
24,57,22,6.9,21,55,66,lentil
48,69,55,6,29,115,79,papaya
39,144,196,6.6,13,37,60,grapes
95,56,16,6.5,27,85,53,maize
36,36,19,7,21,99,65,mothbeans
66,62,51,6.2,29,95,80,papaya
14,28,31,6.4,25,200,80,mango
108,55,19,6.1,26,98,70,cotton
24,80,75,7.1,26,97,63,chickpea
6,40,16,6.3,26,67,63,mungbean
3,13,6,6.6,29,95,66,orange
74,43,37,5.7,26,102,72,rice
29,45,19,6.1,28,72,60,mothbeans
9,137,203,6.4,13,83,60,grapes
36,131,205,6.1,12,32,67,grapes
7,60,22,6.7,21,84,68,kidneybeans
12,55,16,7,21,61,60,lentil
27,126,196,6.5,14,47,66,grapes
3,17,34,6.4,29,179,76,coconut
115,35,23,6.1,27,74,69,cotton
75,58,43,5.5,28,131,78,rice
14,34,30,6.8,33,163,76,mango
0,22,43,6.7,39,69,65,pomegranate
91,27,51,6.1,20,90,73,watermelon
14,138,196,6.9,14,97,67,grapes
18,120,197,6.4,8,76,61,apple
19,75,18,5.7,28,72,62,pigeonpeas
23,79,21,7,32,91,65,blackgram
29,145,196,6.3,9,97,66,apple
38,77,17,6.5,26,68,66,blackgram
1,137,195,6.2,13,92,65,grapes
41,58,80,7.1,23,70,69,chickpea
21,129,203,6.4,9,132,66,apple
117,94,54,6,20,175,72,banana
3,31,29,6.4,31,100,71,mango
51,56,55,6,23,116,71,papaya
63,38,21,6.9,29,94,54,maize
8,12,44,6.4,31,73,60,pomegranate
108,70,52,5.7,26,159,72,banana
26,6,5,6.2,21,84,70,orange
22,24,25,7.1,26,128,80,mango
15,42,22,6.9,35,68,68,mungbean
37,7,27,6.5,27,175,70,coconut
36,66,45,6.7,27,143,80,papaya
9,12,7,6.2,28,83,70,orange
10,143,199,6.3,14,50,62,grapes
82,90,47,6.2,28,155,71,banana
102,47,21,6.3,20,67,68,cotton
25,141,196,6.4,8,130,68,apple
48,63,23,7.3,24,93,62,blackgram
34,66,23,6.5,27,51,60,kidneybeans
32,77,22,6.3,30,69,61,lentil
37,61,75,7,27,35,69,chickpea
36,43,21,6.5,28,67,64,mungbean
120,41,24,6.3,23,67,67,cotton
22,58,24,7.5,20,82,66,pigeonpeas
29,63,75,6.1,21,60,65,chickpea
15,59,23,6.1,20,96,69,lentil
18,139,202,6.5,6,137,63,apple
18,78,24,7.2,25,92,68,pigeonpeas
56,53,50,6,29,89,73,papaya
34,124,201,6.6,6,113,62,apple
5,138,205,6.1,18,95,67,grapes
1,43,23,6.9,25,98,68,mungbean
137,41,16,6.5,20,59,70,cotton
17,9,31,6.9,22,196,72,coconut
13,58,15,6,27,93,61,kidneybeans
113,13,52,6.9,20,76,74,watermelon
84,6,54,6.6,20,52,79,muskmelon
10,24,37,6.3,39,53,62,pomegranate
3,67,15,7.3,27,85,65,pigeonpeas
109,43,25,6.7,22,51,60,cotton
20,62,15,7.2,20,50,67,blackgram
91,60,18,6.6,28,91,59,maize
59,54,53,6.6,30,121,71,papaya
14,42,25,6.4,26,93,63,mothbeans
19,144,200,7,8,115,63,apple
50,74,83,7.5,21,81,62,chickpea
48,65,82,7,30,34,66,chickpea
55,67,18,7.1,31,80,67,blackgram
102,20,51,6.3,20,57,75,muskmelon
102,76,50,5.7,22,193,71,banana
17,78,24,7,25,71,68,kidneybeans
17,59,21,7.3,32,91,67,pigeonpeas
76,46,45,5.7,26,100,71,rice
78,41,41,6.1,35,123,72,rice
12,12,9,6.1,30,107,63,orange
62,51,18,6.9,20,83,58,maize
24,18,10,6.3,28,87,70,orange
20,62,19,6.6,29,66,69,blackgram
34,16,40,6.6,38,55,63,pomegranate
12,49,21,7.1,22,53,64,mothbeans
25,56,21,6.1,28,76,70,mungbean
89,43,16,6.9,21,86,54,maize
84,14,45,6.9,20,61,74,muskmelon
96,26,53,6.8,20,92,76,watermelon
33,21,43,7,33,81,70,pomegranate
104,89,49,5.7,27,194,76,banana
27,16,15,7,20,126,67,orange
112,16,53,6.1,20,80,73,muskmelon
14,51,25,7.3,31,97,68,mothbeans
14,137,196,6.6,17,93,61,grapes
8,36,31,6.9,20,108,74,mango
9,63,16,6.8,21,93,66,pigeonpeas
90,55,15,6.4,21,80,55,maize
31,7,27,6.3,34,198,74,coconut
82,24,46,6.1,20,66,73,muskmelon
105,44,15,6.9,25,78,70,cotton
17,60,21,6.7,26,54,65,lentil
6,50,16,6.2,25,98,64,mungbean
5,20,9,6.6,27,143,70,orange
8,57,19,7.4,26,82,66,mothbeans
17,138,201,6.7,13,85,60,grapes
98,21,49,6.3,20,99,72,muskmelon
37,52,45,6.9,21,121,71,papaya
4,139,205,6.1,19,34,62,grapes
6,5,35,7.4,26,173,72,coconut
101,25,52,7,20,96,73,watermelon
24,60,18,6.5,31,76,68,mothbeans
21,76,84,7.2,28,32,68,chickpea
57,74,19,6.9,23,56,67,blackgram
34,80,15,6.7,21,52,60,kidneybeans
6,8,35,6.5,31,77,66,pomegranate
53,57,53,6.5,29,79,70,papaya
30,14,39,6.9,23,59,69,pomegranate
82,38,18,6.9,26,87,51,maize
111,14,50,6.3,20,74,75,muskmelon
21,138,195,6.1,9,142,68,apple
98,29,52,6.2,20,60,79,muskmelon
10,140,198,6.9,16,64,70,grapes
1,66,16,6,20,79,63,lentil
7,60,24,6.2,30,83,63,lentil
9,53,15,6.5,33,86,62,mothbeans
58,62,22,6.9,28,52,62,blackgram
117,22,53,6.1,20,83,76,watermelon
106,78,48,5.9,28,155,70,banana
9,5,13,6.9,25,117,67,orange
11,76,17,6.9,29,78,63,lentil
96,88,53,6.9,26,183,78,banana
11,134,199,7,6,87,68,apple
37,5,35,6.3,32,73,64,pomegranate
29,13,12,6.1,22,144,60,orange
41,67,47,6.2,21,110,78,papaya
10,53,24,6.1,34,73,64,mothbeans
61,48,16,6.6,30,100,54,maize
10,15,29,7.2,23,179,79,coconut
88,81,45,5.9,21,165,77,banana
69,62,45,6.5,27,115,79,papaya
93,49,35,5.7,23,105,80,rice
25,69,24,6.4,28,57,62,lentil
51,55,49,6.4,22,148,76,papaya
47,64,84,7.2,26,62,63,chickpea
27,12,25,6.4,22,152,76,coconut
13,55,21,6.1,25,67,62,mungbean
6,68,17,6.4,24,81,66,lentil
42,61,16,6.2,29,75,60,blackgram
101,75,55,5.8,23,179,72,banana
19,28,12,6.6,25,79,60,orange
26,55,15,6.4,20,77,60,lentil
107,22,49,6.4,20,50,78,watermelon
25,131,201,6.3,7,123,67,apple
74,57,20,7.2,27,71,58,maize
29,122,204,6.7,14,52,65,grapes
29,56,22,5.8,27,94,63,pigeonpeas
20,73,22,7.1,28,73,66,pigeonpeas
127,43,16,6.1,20,77,61,cotton
83,90,53,6.1,20,187,74,banana
92,83,50,5.7,24,184,73,banana
36,63,24,7,23,100,64,lentil
71,51,35,6.2,25,121,70,rice
10,29,33,7,20,188,77,coconut
77,48,17,6.5,30,88,57,maize
12,45,21,6,20,69,61,mungbean
116,8,45,6.3,20,60,77,watermelon
134,43,19,6.3,27,56,66,cotton
30,124,200,7,8,141,62,apple
10,56,23,6.1,20,94,64,mothbeans
27,5,29,6.4,28,196,72,coconut
17,54,19,6.3,22,82,64,mungbean
62,50,55,6.6,21,98,72,papaya
30,5,10,6.2,21,119,70,orange
5,40,24,7,26,76,60,mothbeans
20,48,25,6.6,28,53,69,mothbeans
109,19,48,6.3,20,60,80,watermelon
22,78,77,6.9,29,100,69,chickpea
86,42,17,7.3,24,50,55,maize
118,5,55,6.3,20,97,75,muskmelon
18,60,22,6.3,28,88,70,mungbean
108,14,48,6.8,20,93,80,muskmelon
119,15,51,7,20,61,76,muskmelon
16,35,31,7.4,33,130,80,mango
40,60,20,7.3,34,75,63,mothbeans
31,48,22,6.2,32,79,66,mungbean
0,144,197,6.2,20,69,66,grapes
64,58,45,6.3,26,90,79,papaya
57,63,25,7.4,27,71,62,blackgram
39,18,7,6.5,23,147,63,orange
12,56,19,6.8,21,58,67,kidneybeans
30,144,204,6.8,8,131,66,apple
4,68,18,6.3,27,52,65,lentil
36,35,33,7.4,31,103,72,mango
82,38,43,6.7,27,105,78,rice
56,71,80,7.5,20,60,64,chickpea
9,31,31,6.4,23,109,70,mango
5,8,43,6,28,88,63,pomegranate
116,83,51,6,30,191,80,banana
81,74,51,5.8,22,172,74,banana
82,10,50,6.5,20,90,76,muskmelon
28,57,24,6.5,34,81,60,mothbeans
29,19,15,6,30,116,68,orange
115,14,53,6.2,20,79,79,muskmelon
16,8,25,6.5,22,176,75,coconut
82,79,52,6.3,23,162,75,banana
92,73,52,6.1,26,166,71,banana
113,86,45,6.6,28,200,80,banana
19,70,17,6.6,29,89,70,kidneybeans
15,19,40,6.2,39,69,65,pomegranate
47,65,54,6.4,20,137,78,papaya
28,68,18,7,20,97,65,kidneybeans
19,80,15,6.8,21,50,68,pigeonpeas
83,27,46,6.1,20,78,73,watermelon
30,17,39,7,27,95,68,pomegranate
27,140,202,6.8,11,90,70,grapes
30,56,18,7,27,76,61,lentil
57,79,83,6.1,21,84,69,chickpea
29,23,8,6.1,24,90,62,orange
40,14,15,6.5,30,97,62,orange
6,71,20,6.6,25,70,70,lentil
11,13,35,7.4,21,196,73,coconut
3,52,15,6.2,28,96,69,mothbeans
111,39,17,6.3,20,72,63,cotton
119,16,49,6.7,20,94,72,muskmelon
18,134,197,6.9,16,97,65,grapes
33,56,19,6.2,25,70,70,pigeonpeas
40,50,21,6.8,35,85,66,mothbeans
13,129,202,6.2,5,102,67,apple
19,70,22,6.2,27,82,63,lentil
87,46,20,6.9,25,82,53,maize
81,36,19,6.8,28,92,55,maize
21,73,20,6.1,25,65,64,kidneybeans
2,79,19,6.4,30,69,61,pigeonpeas
40,63,22,6.6,33,96,64,blackgram
34,56,15,6.4,33,84,60,pigeonpeas
15,19,31,6.9,20,115,76,mango
70,35,15,7,23,53,59,maize
17,120,199,6.4,6,99,68,apple
89,19,48,6.1,20,90,73,muskmelon
28,63,20,6.6,24,66,69,kidneybeans
67,48,23,6,30,51,60,maize
16,28,32,6.2,35,163,75,coconut
81,57,36,5.6,29,116,78,rice
14,42,23,6.3,22,64,65,mungbean
5,15,15,6.7,27,138,61,orange
6,52,24,6.1,28,56,61,mungbean
31,135,202,6.6,19,91,63,grapes
22,46,18,6.7,26,54,69,mothbeans
33,128,203,6.3,10,110,60,apple
0,62,19,5.6,33,50,66,pigeonpeas
78,43,45,6,28,138,74,rice
59,78,21,6.5,20,89,60,blackgram
38,22,25,6.5,23,164,80,mango
12,17,28,7.1,25,157,76,coconut
19,42,20,7.1,22,86,69,mothbeans
91,24,52,6.6,20,57,75,watermelon
46,66,78,7.2,27,47,65,chickpea
130,41,17,6.2,26,63,66,cotton
10,75,16,6.4,30,81,63,lentil
100,60,20,7,25,62,60,cotton
104,6,55,6.8,20,56,74,watermelon
34,63,18,6.5,20,69,65,blackgram
139,56,19,6.9,21,71,68,cotton
22,127,200,6.5,7,75,60,apple
18,20,25,7.3,27,199,78,coconut
117,58,25,6.2,25,62,62,cotton
36,67,21,6.4,25,66,70,lentil
32,79,25,6.7,21,72,66,kidneybeans
111,54,25,6.1,21,93,61,cotton
16,15,27,7.4,34,103,70,mango
0,6,42,6.2,36,90,64,pomegranate
84,57,44,5.7,27,101,80,rice
21,137,203,6.3,12,73,61,grapes
110,39,16,6.4,29,68,64,cotton
4,72,15,6.6,28,83,69,lentil
5,63,17,6.3,27,98,65,lentil
39,15,40,6.6,28,72,68,pomegranate
37,38,20,6.5,30,62,64,mothbeans
10,55,20,6.2,25,74,64,kidneybeans
55,73,24,6.5,30,58,63,blackgram
27,57,19,6.3,34,81,66,mungbean
19,18,12,6.5,23,146,70,orange
49,66,49,6.6,21,134,73,papaya
119,48,25,6.4,21,85,70,cotton
35,11,32,6.5,33,167,79,coconut
21,75,25,6.9,24,93,61,lentil
87,18,54,6.2,20,96,78,watermelon
105,93,54,6.8,22,187,77,banana
37,25,31,7,21,127,76,mango
31,120,197,6.9,8,99,63,apple
87,29,55,6.2,20,94,74,watermelon
8,79,17,5.8,31,61,62,pigeonpeas
48,69,49,7,24,112,76,papaya
83,17,53,6.7,20,78,77,watermelon
79,45,19,7.4,20,63,53,maize
117,50,15,6.5,25,81,67,cotton
104,78,47,6.2,23,179,74,banana
13,59,24,6.2,23,80,60,mothbeans
93,59,22,7.3,22,77,50,maize
84,72,53,6.9,27,165,70,banana
